 45   19   34    -0.0371  -0.1077  0.0377  0.0496
 46   35   36     0.0063  0.0915  -0.0063  -0.0940
 47   35   37    -0.3363  -0.1815  0.3380  0.1761
 48   33   37    -0.1588  -0.1158  0.1603  0.0857
 49   34   36     0.3047  0.1199  -0.3037  -0.1225
 50   34   37    -0.9502  -0.5546  0.9534  0.5566
 51   38   37     2.4429  1.1009  -2.4429  -0.8471
 52   37   39     0.5498  0.0479  -0.5398  -0.0411
 53   37   40     0.4415  -0.0192  -0.4298  0.0118
 54   30   38     0.6268  0.1686  -0.6243  -0.5397
 55   39   40     0.2698  -0.0689  -0.2683  0.0592
 56   40   41     0.1555  0.0116  -0.1551  -0.0218
 57   40   42    -0.1174  -0.0648  0.1183  0.0233
 58   41   42    -0.2149  -0.0782  0.2171  0.0526
 59   43   44    -0.1625  0.0315  0.1644  -0.0807
 60   34   43     0.0178  0.0623  -0.0175  -0.1015
 61   44   45    -0.3244  0.0007  0.3269  -0.0117
 62   45   46    -0.3610  -0.1238  0.3670  0.1116
 63   46   47    -0.3102  -0.0125  0.3139  -0.0077
 64   46   48    -0.1468  -0.0257  0.1481  -0.0184
 65   47   49    -0.0950  -0.1084  0.0953  0.0928
 66   42   49    -0.6477  0.0520  0.6793  0.0037
 67   42   49    -0.6477  0.0520  0.6793  0.0037
 68   45   49    -0.4959  -0.0845  0.5139  0.0891
 69   48   49    -0.3481  -0.0916  0.3503  0.0848
 70   49   50     0.5368  0.1342  -0.5289  -0.1314
 71   49   51     0.6665  0.2044  -0.6437  -0.1740
 72   51   52     0.2857  0.0624  -0.2838  -0.0699
 73   52   53     0.1038  0.0199  -0.1032  -0.0545
 74   53   54    -0.1268  -0.0555  0.1273  0.0300
 75   49   54     0.3779  0.1307  -0.3660  -0.1559
 76   49   54     0.3777  0.1119  -0.3640  -0.1378
 77   54   55     0.0708  0.0146  -0.0707  -0.0325
 78   54   56     0.1855  0.0434  -0.1854  -0.0497
 79   55   56    -0.2144  -0.0582  0.2146  0.0556
 80   56   57    -0.2301  -0.0910  0.2323  0.0748
 81   50   57     0.3589  0.0914  -0.3523  -0.1048
 82   56   58    -0.0668  -0.0369  0.0670  0.0153
 83   51   58     0.1880  0.0315  -0.1870  -0.0453
 84   54   59    -0.3036  -0.0751  0.3088  0.0426
 85   56   59    -0.2794  -0.0418  0.2865  0.0099
 86   56   59    -0.2929  -0.0391  0.3005  0.0113
 87   55   59    -0.3449  -0.0827  0.3513  0.0588
 88   59   60    -0.4330  0.0357  0.4393  -0.0440
 89   59   61    -0.5171  0.0503  0.5263  -0.0462
 90   60   61    -1.1205  0.0852  1.1239  -0.0822
 91   60   62    -0.0988  -0.0711  0.0990  0.0574
 92   61   62     0.2548  -0.1385  -0.2541  0.1320
 93   63   59     1.5171  0.6749  -1.5171  -0.5704
 94   63   64    -1.5171  -0.6749  1.5219  0.5251
 95   64   61     0.3049  0.1399  -0.3049  -0.1369
 96   38   65    -1.8186  -0.5612  1.8508  -0.0996
 97   64   65    -1.8268  -0.6650  1.8367  0.4006
 98   49   66    -1.3210  0.0429  1.3509  0.0834
 99   49   66    -1.3210  0.0429  1.3509  0.0834
100   62   66    -0.3717  -0.1726  0.3794  0.1467
101   62   67    -0.2431  -0.1441  0.2451  0.1214
102   65   66     0.0830  0.7225  -0.0830  -0.7056
103   66   67     0.5317  0.1927  -0.5251  -0.1914
104   65   68     0.1395  -0.2241  -0.1394  -0.4187
105   47   69    -0.5589  0.1161  0.5862  -0.1006
106   49   69    -0.4650  0.1063  0.4874  -0.1205
107   68   69    -1.2584  1.1282  1.2584  -1.0364
108   69   70     1.0842  0.1607  -1.0498  -0.1397
109   24   70    -0.0624  -0.0297  0.0624  -0.0680
110   70   71     0.1667  -0.1238  -0.1663  0.1168
111   24   72     0.0145  0.0331  -0.0143  -0.0799
112   71   72     0.1062  -0.0094  -0.1057  -0.0314
113   71   73     0.0601  -0.1074  -0.0600  0.0965
114   70   74     0.1621  0.1289  -0.1601  -0.1542
115   70   75    -0.0013  0.0994  0.0019  -0.1317
116   69   75     1.1005  0.2048  -1.0519  -0.1829
117   74   75    -0.5199  -0.0619  0.5236  0.0644
118   76   77    -0.6114  -0.2105  0.6319  0.2439
119   69   77     0.6230  0.0676  -0.6114  -0.1377
120   75   77    -0.3459  -0.0956  0.3539  0.0738
121   77   78     0.4561  0.2005  -0.4552  -0.2102
122   78   79    -0.2548  -0.0498  0.2552  0.0450
123   77   80    -0.9692  -0.3728  0.9870  0.3742
124   77   80    -0.4453  -0.2049  0.4522  0.2055
125   79   80    -0.6452  -0.3650  0.6536  0.3833
126   68   81    -0.4434  -0.0460  0.4440  -0.7555
127   81   80    -0.4440  0.7555  0.4440  -0.7305
128   77   82    -0.0260  0.2772  0.0290  -0.3492
129   82   83    -0.4706  0.2400  0.4740  -0.2653
130   83   84    -0.2513  0.1047  0.2563  -0.1186
131   83   85    -0.4227  0.0606  0.4310  -0.0654
132   84   85    -0.3663  0.0486  0.3707  -0.0513
133   85   86     0.1717  -0.0735  -0.1705  0.0509
134   86   87    -0.0395  -0.1509  0.0400  0.1102
135   85   88    -0.5025  0.0756  0.5079  -0.0750
136   85   89    -0.7109  0.0064  0.7234  0.0374
137   88   89    -0.9879  -0.0250  1.0018  0.0771
138   89   90     0.5817  -0.0472  -0.5643  0.0579
139   89   90     1.1073  -0.0543  -1.0784  0.0704
140   90   91     0.0126  0.0447  -0.0126  -0.0651
141   89   92     2.0196  -0.0803  -1.9796  0.2296
142   89   92     0.6363  -0.0694  -0.6205  0.0918
143   91   92    -0.0874  -0.0890  0.0880  0.0589
144   92   93     0.5776  -0.0941  -0.5687  0.1020
145   92   94     0.5229  -0.1297  -0.5090  0.1356
146   93   94     0.4487  -0.1720  -0.4435  0.1709
147   94   95     0.4106  0.1179  -0.4081  -0.1205
148   80   96     0.1875  0.2311  -0.1841  -0.2649
149   82   96    -0.0984  -0.1609  0.0989  0.1097
150   94   96     0.1998  -0.0671  -0.1986  0.0484
151   80   97     0.2622  0.2781  -0.2596  -0.2915
152   80   98     0.2887  0.0833  -0.2867  -0.1045
153   80   99     0.1949  0.0818  -0.1927  -0.1296
154   92  100     0.3149  -0.1559  -0.3072  0.1432
155   94  100     0.0421  -0.5173  -0.0377  0.4707
156   95   96    -0.0119  -0.1895  0.0125  0.1772
157   96   97    -0.1086  -0.2204  0.1096  0.2015
158   98  100    -0.0533  0.0245  0.0535  -0.0731
159   99  100    -0.2273  -0.0458  0.2282  0.0278
160  100  101    -0.1678  0.2183  0.1701  -0.2412
161   92  102     0.4467  -0.0744  -0.4441  0.0716
162  101  102    -0.3901  0.0912  0.3941  -0.1016
163  100  103     1.2114  -0.0487  -1.1887  0.0686
164  100  104     0.5642  0.1062  -0.5495  -0.0934
165  103  104     0.3231  0.0812  -0.3177  -0.1026
166  103  105     0.4296  0.0733  -0.4193  -0.0813
167  100  106     0.6055  0.0946  -0.5831  -0.0705
168  104  105     0.4872  0.0260  -0.4847  -0.0257
169  105  106     0.0871  0.0394  -0.0870  -0.0521
170  105  107     0.2673  -0.0237  -0.2633  -0.0056
171  105  108     0.2396  -0.1113  -0.2377  0.0992
172  106  107     0.2401  -0.0374  -0.2367  0.0056
173  108  109     0.2177  -0.1092  -0.2170  0.1039
174  103  110     0.6060  0.0339  -0.5915  -0.0117
175  109  110     0.1370  -0.1339  -0.1360  0.1177
176  110  111    -0.3570  0.0096  0.3600  -0.0184
177  110  112     0.6946  -0.3061  -0.6800  0.2851
178   17  113     0.0206  0.0623  -0.0205  -0.0697
179   32  113     0.0411  -0.1734  -0.0395  0.1291
180   32  114     0.0936  0.0244  -0.0934  -0.0388
181   27  115     0.2074  0.0439  -0.2066  -0.0586
182  114  115     0.0134  0.0088  -0.0134  -0.0114
183   68  116     1.8413  -0.6635  -1.8400  0.5132
184   12  117     0.2015  0.0520  -0.2000  -0.0800
185   75  118     0.4023  0.2358  -0.3989  -0.2355
186   76  118    -0.0686  -0.0969  0.0689  0.0855
